lon,lat,e_vel,n_vel,e_err,n_err,cve,site
120.175000,23.238000,-3.250000,-0.474000,0.580000,0.540000,0.000000,G125
120.205500,23.121000,-4.470000,-0.064500,0.332954,0.292352,0.000000,G134
120.703000,23.109000,-37.009000,-1.201000,0.290881,0.276391,0.000000,G456
120.644500,23.160000,-27.543000,1.946500,0.573171,0.418001,0.000000,G577
120.764500,23.159500,-28.276500,4.521000,0.565685,0.502096,0.000000,G595
35.268000,30.281000,-1.310206,10.567433,0.533526,0.522805,0.000000,ABK0
35.781000,30.959500,-1.822301,12.287824,0.527731,0.512957,0.000000,AYN0
35.081500,29.748000,-1.190885,12.220817,0.533526,0.512957,0.000000,JEM0
36.192000,30.259500,-0.681601,12.899683,0.541295,0.511957,0.000000,JFR0
35.679000,30.168000,-1.072803,12.807929,0.537448,0.516841,0.000000,MAN0
35.311500,29.702000,0.095817,11.615594,0.531836,0.512104,0.000000,ROM0
35.518500,31.078000,-1.837324,10.996875,0.535397,0.519711,0.000000,SAF0
34.607500,30.508500,-2.218342,8.018272,0.513517,0.498623,0.000000,BOR0
35.077500,31.028500,-2.256894,7.425527,0.513517,0.498623,0.000000,DIM0
34.967500,30.320500,-2.710118,9.383667,0.497041,0.482105,0.000000,MAP0
35.104000,30.291000,-2.131058,9.169720,0.233603,0.227654,0.000000,MNH0
34.859000,29.781000,-1.561966,8.895596,0.330966,0.316165,0.000000,SAG0
35.298000,30.950500,-1.666028,8.433409,0.514125,0.498623,0.000000,TAM0
34.959000,29.780500,-0.793260,9.376976,0.519086,0.503587,0.000000,TIM0
107.390000,35.290000,5.940000,-2.226526,0.162200,0.177483,0.000000,D065
106.812000,39.680000,3.678500,-1.811000,0.201811,0.161943,0.000000,D084
105.760000,39.750000,3.621000,-0.452000,0.431290,0.447723,0.000000,D085
106.690000,38.790000,4.463845,-1.978959,0.153215,0.175505,0.000000,D090
106.200000,38.740000,4.833000,-0.561053,0.156033,0.168382,0.000000,D091
106.351500,37.810000,4.751468,-1.797424,0.164478,0.148843,0.000000,D096
106.680500,37.450000,4.350043,-1.893903,0.187059,0.243483,0.000000,D098
89.240000,29.700000,14.517000,23.072000,0.590000,0.560000,0.000000,DANA
105.130000,38.050000,4.149247,0.189512,0.179248,0.187121,0.000000,G001
105.670000,37.360000,5.170149,0.002974,0.192898,0.205127,0.000000,G005
105.619000,36.510000,7.720000,-0.270974,0.140303,0.147292,0.000000,G012
105.294000,36.500000,9.169863,-1.623486,0.151652,0.144940,0.000000,G014
105.009000,35.727000,7.600000,-0.760000,0.166449,0.179658,0.000000,G021
105.500000,35.610000,7.468000,-1.880000,0.150784,0.154313,0.000000,G023
106.581000,35.460000,6.949169,-2.340000,0.132940,0.139281,0.000000,G024
105.019500,35.409500,8.023556,-1.125000,0.174874,0.189475,0.000000,G026
106.530000,35.239610,7.377746,-2.227433,0.192793,0.185448,0.000000,G027
105.792000,35.080000,6.923339,-2.495667,0.227495,0.202298,0.000000,G030
106.400000,34.516000,6.256000,-2.972583,0.192633,0.172179,0.000000,G036
101.060000,41.960000,3.645321,0.439000,0.252428,0.242098,0.000000,G040
104.505000,40.739000,3.360000,-0.050000,0.176543,0.172648,0.000000,G042
100.151000,39.720000,2.688500,0.894545,0.172006,0.173046,0.000000,G044
101.662000,39.216000,3.626000,0.391716,0.156661,0.148796,0.000000,G047
100.315000,39.236000,3.100000,1.054000,0.191302,0.173343,0.000000,G048
101.195000,38.720000,2.428358,0.162534,0.159479,0.158471,0.000000,G052
103.190000,38.540000,5.117544,1.752137,0.175556,0.160799,0.000000,G053
102.108075,38.280000,4.705500,1.006277,0.137550,0.136114,0.000000,G060
102.260500,38.139000,4.877298,1.089771,0.152037,0.149678,0.000000,G061
100.936000,37.970000,5.270993,1.980014,0.215649,0.224854,0.000000,G065
103.160000,36.893920,9.865839,1.634053,0.165986,0.151259,0.000000,G079
102.260000,36.119000,9.795611,2.502476,0.164645,0.181362,0.000000,G098
103.991000,35.999000,8.771746,-0.029955,0.290166,0.280389,0.000000,G099
103.330000,35.930000,9.645000,1.833700,0.132069,0.141513,0.000000,G101
102.028130,35.920000,10.286558,3.026636,0.182692,0.184418,0.000000,G102
101.440000,36.080000,9.643000,1.295500,0.193186,0.209820,0.000000,G103
104.160000,35.882850,9.021244,0.886009,0.169836,0.166934,0.000000,G104
102.790000,35.880000,9.982800,2.026054,0.174179,0.170605,0.000000,G105
102.540000,35.840000,9.591110,2.641533,0.215566,0.225029,0.000000,G106
103.840000,35.380000,8.507212,0.326000,0.242508,0.236130,0.000000,G111
104.100000,35.039000,8.665999,-0.040000,0.139699,0.187027,0.000000,G114
104.540000,35.050000,8.516840,-0.397470,0.268056,0.192267,0.000000,G116
102.888000,34.948000,10.059252,1.541500,0.220736,0.232669,0.000000,G118
104.480000,34.850000,8.430885,0.599896,0.264280,0.279275,0.000000,G119
104.940000,34.710000,8.255089,-1.327679,0.185195,0.147120,0.000000,G120
104.910000,34.470000,8.157838,-1.134909,0.165392,0.175755,0.000000,G121
99.491000,37.130000,8.770000,3.746000,0.171145,0.156185,0.000000,G152
99.010000,37.300000,8.537242,4.018443,0.194076,0.189706,0.000000,G153
103.671000,36.080000,13.130000,3.066855,0.183454,0.194434,0.000000,GSLZ
105.310000,34.110000,6.760000,-1.890000,0.211304,0.178790,0.000000,H003
105.290000,33.780000,6.949517,-2.152000,0.220916,0.254596,0.000000,H006
106.150000,33.340000,6.247403,-2.772076,0.308837,0.286295,0.000000,H007
105.630000,33.400000,5.883654,-4.790763,0.654599,0.606053,0.000000,H008
105.226000,32.571000,6.643080,-1.780000,0.275662,0.240551,0.000000,H010
105.460000,32.018000,6.740247,-2.070642,0.203239,0.201185,0.000000,H012
102.500000,34.590000,10.158560,2.252690,0.209928,0.193550,0.000000,H015
104.571000,32.405000,7.542022,-1.886297,0.252599,0.210989,0.000000,H032
103.170000,32.080000,9.477000,-4.438000,0.225476,0.201132,0.000000,H037
103.865000,30.690000,6.720000,-2.367387,0.469042,0.466917,0.000000,H059
102.840000,30.250000,8.263373,-3.169787,0.258101,0.333473,0.000000,H061
103.000000,29.981000,5.878920,-3.148000,0.218008,0.226724,0.000000,H065
103.485000,29.600000,6.668673,-2.239230,0.269552,0.254711,0.000000,H076
102.660000,29.350000,8.184777,-4.547000,0.350702,0.322986,0.000000,H077
102.439500,29.261390,10.366677,-7.565746,0.306849,0.306115,0.000000,H082
103.040000,28.850000,8.123472,-3.849000,0.382739,0.380657,0.000000,H086
102.767000,28.955290,8.953395,-4.365156,0.370264,0.304460,0.000000,H087
103.980000,28.610000,6.099000,-2.367617,0.427707,0.425323,0.000000,H088
103.120000,28.310000,6.933500,-4.217937,0.200393,0.210933,0.000000,H089
103.270000,27.684000,5.788926,-3.672994,0.259383,0.240391,0.000000,H099
102.790000,27.693000,8.360000,-7.068000,0.211869,0.159273,0.000000,H100
103.695000,27.380000,8.381191,-2.161000,0.210641,0.203640,0.000000,H101
100.160000,26.510000,4.911361,-12.245000,0.577552,0.555218,0.000000,H118
100.090000,25.980000,1.908836,-12.559781,0.380657,0.380657,0.000000,H124
102.578500,24.377500,4.281576,-10.556500,0.412894,0.445535,0.000000,H149
102.500000,23.719000,4.099175,-7.247000,0.294788,0.286712,0.000000,H156
103.400000,23.470000,6.670172,-3.838109,0.198656,0.234357,0.000000,H164
102.838000,23.222000,6.215525,-4.866648,0.372262,0.324492,0.000000,H166
99.291500,27.180000,4.939500,-11.396500,0.396172,0.363731,0.000000,H196
99.372000,25.893000,-0.533839,-11.658344,0.145312,0.148915,0.000000,H202
98.810000,25.990000,1.816248,-9.236516,0.226837,0.226036,0.000000,H203
99.530000,25.460000,-0.493725,-10.444000,0.462373,0.462373,0.000000,H205
97.941500,24.711000,-4.761827,-3.698259,0.380786,0.395324,0.000000,H213
95.260000,32.894000,25.191041,5.932999,0.223449,0.257629,0.000000,J008
98.000000,29.709000,15.007157,-3.755625,0.239233,0.262768,0.000000,J012
93.150000,29.940000,21.436000,12.868000,0.420891,0.411941,0.000000,J022
88.560000,28.242000,12.120500,26.570132,0.294802,0.333149,0.000000,J029
87.060000,28.590000,9.832000,25.482000,0.234621,0.281729,0.000000,J030
89.150000,27.720000,12.835609,29.472000,0.284972,0.300781,0.000000,J042
81.190000,32.382000,2.530000,18.730000,0.202500,0.199818,0.000000,J044
82.830000,30.390000,4.321618,21.672330,0.214602,0.195204,0.000000,J046
79.940000,33.562000,1.585279,17.388072,0.242426,0.241360,0.000000,J049
106.030000,30.800000,6.588029,-2.254519,0.204272,0.210057,0.000000,JB24
106.670000,26.412500,6.214410,-2.431000,0.179965,0.191230,0.000000,JB25
106.830000,22.107000,6.307500,-2.156145,0.193973,0.205533,0.000000,JB26
105.380000,35.140000,7.256895,-2.283000,0.152385,0.158887,0.000000,JB27
97.000000,33.000000,20.606216,3.403151,0.143856,0.166223,0.000000,JB49
96.870000,29.391000,16.224040,-3.995231,0.189074,0.207668,0.000000,JB50
91.985000,32.990000,21.179548,10.870000,0.207632,0.178159,0.000000,JB52
87.770000,31.891000,15.130000,19.779000,0.190475,0.172172,0.000000,JB53
79.800000,32.427000,1.212000,18.600000,0.170043,0.155701,0.000000,JB56
90.961500,30.771500,18.028585,17.963925,0.367967,0.360694,0.000000,NCRS
106.745000,31.841000,7.439656,-2.260000,0.370929,0.365978,0.000000,SCBZ
104.508000,28.190000,7.590887,-1.344216,0.190335,0.185493,0.000000,SCJU
100.700000,31.400000,18.726210,-5.610000,0.217376,0.212803,0.000000,SCLH
101.290000,27.915000,19.968000,-13.975500,0.553399,0.521943,0.000000,SCML
102.174000,28.330000,11.419856,-10.160000,0.166107,0.161083,0.000000,SCMN
105.891000,30.990000,7.633981,-2.173047,0.188093,0.186857,0.000000,SCNC
102.708000,27.080000,9.932896,-10.689000,0.205441,0.195358,0.000000,SCNN
105.581000,30.504000,7.392811,-1.743370,0.189031,0.183827,0.000000,SCSN
102.770000,30.074000,7.890000,-4.000000,0.200720,0.200479,0.000000,SCTQ
101.490000,25.050000,4.527000,-10.862000,0.313637,0.279189,0.000000,YNCX
101.861000,25.690000,6.584543,-10.860000,0.168415,0.161315,0.000000,YNYM
137.980000,35.032000,-25.580000,6.211000,0.252312,0.220299,0.000000,0295
135.518245,34.677953,-14.387205,4.833724,0.420810,0.410569,0.000000,0336
135.599000,33.506000,-35.285000,8.918000,0.162000,0.152000,0.000000,0377
131.368934,31.676773,1.575592,-5.288859,0.407877,0.408555,0.000000,0483
133.320000,34.178000,-13.388000,7.596000,0.574000,0.494000,0.000000,9017
133.533000,34.128000,-13.789000,7.619000,0.834000,0.488000,0.000000,9018
138.589000,35.320000,-22.893000,5.122000,0.478305,0.517122,0.000000,S007
137.923000,35.877000,-19.632000,1.809000,1.058000,0.698000,0.000000,S010
137.955000,35.809000,-19.925000,1.831000,1.210000,0.646000,0.000000,S011
137.893000,35.738000,-20.405000,1.204000,1.278000,0.480000,0.000000,S012
137.909000,35.600000,-19.582000,1.650000,0.918000,0.492000,0.000000,S014
137.888000,35.534000,-19.807000,2.163000,0.878000,0.614000,0.000000,S015
110.483000,54.496000,2.577000,-2.773000,1.190000,0.850000,0.000000,SHAM
109.985000,53.623000,1.524000,-0.776000,0.590000,0.520000,0.000000,ALGU
109.936000,53.872000,-0.172000,-2.695000,0.540000,0.490000,0.000000,ULCH
109.214000,53.823000,0.230000,0.408000,0.690000,0.670000,0.000000,BCHV
109.153000,52.121000,0.214000,-0.579000,0.300000,0.260000,0.000000,HORN
109.010000,53.666000,0.279000,-2.075000,0.610000,0.550000,0.000000,MONK
107.743000,53.325000,-0.660000,0.174000,0.200000,0.190000,0.000000,UZUR
105.574000,54.091000,-1.016000,-0.448000,0.260000,0.220000,0.000000,LNSK
105.501000,53.059000,-2.124000,0.305000,0.220000,0.220000,0.000000,BAYA
103.743000,51.765000,0.038000,0.027000,0.250000,0.190000,0.000000,KULT
103.704000,51.652000,0.453000,-0.281000,0.250000,0.180000,0.000000,SLYU
103.524000,48.801000,1.275000,0.335000,0.340000,0.310000,0.000000,BULG
103.282000,50.382000,1.409000,1.841000,0.930000,0.810000,0.000000,ZAKM
103.224000,52.259000,-0.999000,-0.037000,0.220000,0.240000,0.000000,HADR
103.078000,51.810000,-0.366000,0.038000,0.390000,0.350000,0.000000,TOR1
102.963000,49.288000,1.896000,0.082000,0.460000,0.420000,0.000000,SSEL
102.809000,49.455000,0.414000,0.816000,0.400000,0.390000,0.000000,NSEL
102.664000,51.765000,-0.512000,0.750000,0.430000,0.400000,0.000000,AKHL
101.796000,47.520000,2.960000,-0.374000,0.560000,0.510000,0.000000,TSET
101.609000,50.100000,0.577000,2.672000,0.330000,0.290000,0.000000,ERBL
101.441000,45.666000,1.149000,-1.824000,0.500000,0.410000,0.000000,TEEG
101.306000,43.085000,3.224000,-0.579000,1.200000,0.510000,0.000000,UNDU
100.915000,51.623000,-1.529000,-1.417000,0.170000,0.150000,0.000000,MOND
100.790000,44.466000,4.090000,-0.325000,1.080000,0.520000,0.000000,KHAR
99.802000,52.537000,-0.292000,0.737000,0.170000,0.160000,0.000000,ORLK
98.976000,50.178000,1.201000,-1.741000,0.420000,0.360000,0.000000,BZUR
98.801000,48.707000,3.481000,-1.176000,0.580000,0.390000,0.000000,IKUL
98.049000,49.207000,2.069000,-0.715000,0.460000,0.380000,0.000000,BOL1
97.976000,49.076000,3.792000,0.837000,0.500000,0.430000,0.000000,BOL2
96.780000,47.613000,2.610000,0.480000,0.910000,0.560000,0.000000,ULIA
96.252000,46.554000,4.079000,2.484000,0.850000,0.520000,0.000000,ALTA
95.023000,50.250000,-0.184000,2.001000,0.890000,0.570000,0.000000,ERZN
93.570000,52.443000,-0.069000,0.724000,0.490000,0.300000,0.000000,ARAD
92.916000,53.135000,-2.913000,0.072000,0.690000,0.540000,0.000000,TANZ
92.078000,49.971000,2.040000,2.491000,0.810000,0.390000,0.000000,ULAA
91.629000,47.763000,0.760000,5.270000,0.840000,0.470000,0.000000,HOVD
91.590000,53.669000,-0.715000,-0.462000,0.400000,0.260000,0.000000,ABAK
91.198000,51.334000,0.727000,0.886000,0.650000,0.320000,0.000000,CHAD
89.938000,48.982000,3.227000,3.326000,0.680000,0.320000,0.000000,ULGI
95.919000,21.991000,1.519000,14.912000,0.870000,0.860000,0.000000,SAYE
96.172000,21.989000,-1.538000,5.994000,0.910000,0.900000,0.000000,YANG
58.215000,34.558000,-0.132500,6.382500,0.529245,0.529245,0.000000,BAJE
60.360000,35.002000,1.122000,0.264500,0.543438,0.543438,0.000000,BAKH
55.805000,36.086000,1.915000,8.913000,0.200250,0.148959,0.000000,BIAJ
55.906000,35.988000,1.038000,9.187000,0.560000,0.570000,0.000000,BIAR
57.271800,37.480150,-1.497982,5.058232,0.116297,0.114127,0.000000,BOJD
57.589000,35.915000,-0.130500,6.012500,0.541295,0.541295,0.000000,DARG
58.869000,35.108000,0.498000,5.144000,0.541295,0.543438,0.000000,DOGH
57.427000,37.159000,0.697000,4.603000,0.540000,0.550000,0.000000,ESFA
57.494800,37.049750,1.751813,5.945325,0.215407,0.154029,0.000000,ESFN
59.843000,35.696000,0.906000,1.970000,0.152133,0.129271,0.000000,FARM
58.183000,34.031000,-0.633000,8.307000,0.152789,0.175910,0.000000,FERD
59.197000,35.495000,0.234500,2.834000,0.539189,0.539189,0.000000,GARD
59.248000,36.558000,2.212000,3.470000,0.300000,0.200000,0.000000,GOLM
58.684000,34.373000,0.103000,6.340000,0.124722,0.111604,0.000000,GONA
56.264000,37.042000,-0.684000,8.052000,0.460000,0.460000,0.000000,GRME
59.076000,37.413000,-0.405000,-0.809000,0.460000,0.460000,0.000000,JANA
58.878000,35.592000,-0.633000,2.454000,0.461411,0.242745,0.000000,KADN
59.640200,36.391150,0.851717,1.288427,0.217313,0.157003,0.000000,KALT
60.110000,34.589000,0.337000,0.913000,0.367952,0.367952,0.000000,KHAF
55.081000,33.769000,0.733000,11.594000,0.232236,0.174101,0.000000,KHUR
58.473000,35.271000,1.601500,5.663805,0.212227,0.285177,0.000000,KSHM
55.944000,37.801000,-3.872009,6.024000,0.202786,0.183364,0.000000,MAR2
59.479818,36.334725,-0.114000,1.805206,0.149365,0.153452,0.000000,MSHN
59.401000,36.450000,3.054000,4.700000,0.310000,0.190000,0.000000,NFRD
58.820000,36.207000,0.277000,4.750000,0.250000,0.270000,0.000000,NISH
59.188000,33.663000,-0.272000,4.643000,0.531154,0.531154,0.000000,QAE2
59.176000,33.740000,0.236000,5.188000,0.145335,0.141657,0.000000,QAEN
58.537150,37.070850,0.854714,2.385539,0.168077,0.107355,0.000000,QUCH
57.652900,36.184950,2.074658,7.794680,0.145774,0.187417,0.000000,SABZ
57.921150,36.698100,0.879589,4.778580,0.241661,0.120830,0.000000,SAFI
61.148800,36.536900,0.284579,1.420994,0.125300,0.141598,0.000000,SARK
58.431000,37.570000,-0.873000,2.374000,0.460000,0.460000,0.000000,SHAM
60.296000,33.654000,0.848000,0.842000,0.460000,0.460000,0.000000,SHKH
56.951000,33.603000,-0.005000,9.824000,0.198690,0.140673,0.000000,TABS
59.219000,35.347000,1.023000,4.003000,0.122610,0.128279,0.000000,THED
60.564000,35.294000,0.515597,2.906007,0.245877,0.256233,0.000000,TJAM
59.627250,36.224050,1.615565,0.799481,0.154434,0.149833,0.000000,TORQ
58.531000,33.019000,-0.108000,7.662000,0.490000,0.490000,0.000000,TOTI
61.034000,36.601000,1.076000,0.183000,0.557001,0.447689,0.000000,YAZT
58.515000,36.438000,1.924000,3.470000,0.540000,0.550000,0.000000,ZVNG
88.680000,27.000000,10.117000,37.010000,0.800000,0.600000,0.000000,NIMC
88.400000,26.980000,9.526000,37.555000,0.500000,0.400000,0.000000,MUNG
103.051000,22.131000,6.668000,-5.375000,0.200000,0.100000,0.000000,DON1
103.029000,21.792000,6.698000,-5.481000,0.200000,0.200000,0.000000,LEM1
103.242000,22.268000,6.663000,-4.827000,0.300000,0.300000,0.000000,NGA1
103.236000,21.931000,6.893000,-4.528000,0.500000,0.200000,0.000000,HAM1
103.108000,21.497000,6.428000,-4.161000,1.000000,0.600000,0.000000,NAN1
103.405000,21.582000,6.332000,-4.186000,0.500000,0.700000,0.000000,TGA1
103.660000,21.754000,6.926000,-3.921000,0.900000,0.500000,0.000000,CUT1
103.631000,21.542000,6.444000,-4.429000,0.600000,0.600000,0.000000,PLA1
103.588000,21.314000,6.164000,-4.540000,0.700000,0.700000,0.000000,CMA1
104.028500,21.481000,7.366500,-4.728500,0.380789,0.380789,0.000000,TPU1
103.942000,21.312000,6.578000,-3.450000,0.600000,0.500000,0.000000,DTB1
104.054000,21.203500,6.692500,-3.521500,0.269258,0.250000,0.000000,LOT1
104.011000,21.113000,5.800000,-3.633000,0.300000,0.300000,0.000000,TCO1
104.005000,21.059000,5.806000,-4.034000,0.400000,0.400000,0.000000,NAH2
104.251000,21.190500,7.602500,-4.372000,0.412311,0.291548,0.000000,MON1
104.172000,21.131000,7.104000,-3.892000,0.200000,0.300000,0.000000,NOI1
104.166000,20.983000,6.419000,-3.594000,0.300000,0.300000,0.000000,NAD1
105.045000,20.624000,7.989000,-4.673000,0.800000,0.700000,0.000000,MHA1
105.269000,20.872000,7.674000,-4.618000,0.800000,0.800000,0.000000,TSN1
140.296244,36.778978,-8.747960,2.169350,0.531453,0.467242,0.000000,0965
140.413135,36.862046,-8.591557,1.462959,0.635663,0.439090,0.000000,0212
140.754000,36.800000,-25.806000,6.212000,0.960000,0.500000,0.000000,0214
140.039000,36.854000,-26.613000,6.448000,0.720000,0.480000,0.000000,0217
140.497799,36.743014,-11.552251,0.478796,0.549287,0.384689,0.000000,0581
140.293212,36.650783,-14.192524,2.451137,0.741371,0.526409,0.000000,0213
140.611918,36.539964,-12.300726,2.087680,0.629393,0.513211,0.000000,0042
140.179154,36.542108,-14.258723,1.767185,0.473111,0.341658,0.000000,0590
139.490295,36.624087,-8.490360,5.926107,0.583358,0.553383,0.000000,0589
140.544241,36.181154,-17.209586,0.661036,0.588588,0.337965,0.000000,3004
140.174132,36.263134,-14.671342,3.121333,0.642947,0.358600,0.000000,3002
139.931000,36.115000,-23.082000,7.667000,0.430000,0.380000,0.000000,0583
140.343075,36.096968,-15.671782,1.273594,0.642652,0.375261,0.000000,3006
139.799966,36.010948,-14.396672,6.091550,0.488467,0.280409,0.000000,3008
140.407003,35.803165,-16.579564,3.646525,0.577585,0.365843,0.000000,3015
140.647000,35.777000,-21.720000,7.351000,0.370000,0.430000,0.000000,3021
140.315074,35.717226,-15.470349,2.986648,0.554582,0.348402,0.000000,3020
140.448150,35.642177,-17.756072,4.995386,0.622121,0.356090,0.000000,3024
140.051166,35.447892,-21.434249,11.142235,0.430479,0.321179,0.000000,3030
139.066821,36.234835,-13.675202,7.693709,0.358600,0.290925,0.000000,0592
140.145246,35.873824,-19.768211,2.276824,0.545648,0.372366,0.000000,3014
140.337000,35.421000,-32.268000,13.870000,0.410000,0.400000,0.000000,3033
139.630825,35.663849,-19.273200,10.325067,0.334862,0.289253,0.000000,0228
139.364011,35.383951,-26.142916,14.252429,0.293002,0.338537,0.000000,0960
138.761996,35.452872,-20.869977,7.931633,0.264627,0.357329,0.000000,9049
140.048000,35.657000,-23.513000,9.128000,0.310000,0.440000,0.000000,0225
138.073033,34.801118,-23.589959,7.443497,0.349000,0.320989,0.000000,9059
137.847846,34.726034,-24.694162,7.436719,0.428889,0.383950,0.000000,9061
138.185892,35.322037,-17.627992,4.901849,0.500156,0.429848,0.000000,1102
139.110000,35.149000,-30.862000,11.534000,0.420000,0.500000,0.000000,3042
139.124182,34.878237,-28.063404,12.409371,0.399528,0.336244,0.000000,3062
139.210969,34.333061,-35.283773,13.066599,0.235271,0.274133,0.000000,0597
139.257956,34.371913,-33.415991,17.462471,0.301705,0.383564,0.000000,3057
137.286000,36.404500,-13.018000,1.769000,0.114564,0.079057,0.000000,MAKI
137.239000,36.473000,-9.478000,2.083000,0.336881,0.285441,0.000000,INOT
137.229000,36.528000,-9.532000,3.185000,0.200000,0.100000,0.000000,NIRE
136.986000,36.577000,-7.492000,3.899000,0.800000,0.700000,0.000000,SHOK
137.200000,36.227000,-15.176000,1.103000,0.494975,0.353553,0.000000,HURU
137.098000,36.256000,-14.944000,1.188000,0.900000,0.600000,0.000000,INAK
137.104000,36.304000,-12.850000,1.698000,0.800000,0.600000,0.000000,KAWA
137.016000,36.444500,-8.815500,2.972000,0.565685,0.500000,0.000000,SAKA
137.116000,36.384000,-10.857000,1.707000,0.600000,0.400000,0.000000,MNNM
32.658000,40.874000,-8.350000,-0.078000,0.201673,0.232129,0.000000,ISP1
57.363000,27.470000,0.732000,15.859000,1.060000,1.000000,0.000000,GENA
57.884000,27.901000,1.701000,11.978000,0.920000,0.880000,0.000000,SORC
57.100000,27.160000,-0.286000,22.168000,0.756736,0.679412,0.000000,MINA
57.620000,26.993000,-0.708000,12.949000,1.020000,0.960000,0.000000,MOSH
79.080000,29.230000,7.547000,32.915000,0.740000,0.670000,0.000000,RAMR
79.510000,29.210000,5.925000,36.044000,0.780000,0.670000,0.000000,HALD
80.180000,29.100000,9.084000,34.367000,0.800000,0.690000,0.000000,BANB
80.230000,29.590000,6.844000,33.341000,0.740000,0.650000,0.000000,PITH
80.090000,29.330000,5.467000,33.599000,0.810000,0.730000,0.000000,CHAM
80.340000,29.760000,8.586000,30.634000,0.840000,0.740000,0.000000,ASKO
79.770000,29.820000,5.662000,34.942000,0.730000,0.640000,0.000000,BAGR
79.900000,29.780000,6.267000,32.242000,0.770000,0.690000,0.000000,KAPK
32.226000,41.520000,0.234000,-0.543000,0.870000,0.860000,0.000000,HALI
36.334000,41.308000,-0.928628,2.600571,0.364304,0.369062,0.000000,SAMS
38.215000,38.456000,-12.486500,11.099500,0.435660,0.427200,0.000000,MLTY
38.584000,9.081000,0.316500,7.221500,0.642748,0.492037,0.000000,KOLO
40.809000,40.437000,0.492000,3.682000,0.560000,0.510000,0.000000,ISPI
41.339000,41.371000,-0.756000,3.200000,0.900000,0.890000,0.000000,HOPA
41.990000,40.548000,1.728000,5.436000,0.930000,0.900000,0.000000,OLTU
42.062000,42.721000,-0.619000,3.716000,0.490000,0.490000,0.000000,INGU
42.133000,41.648000,-0.750000,5.555000,0.660000,0.660000,0.000000,SHUA
42.195000,43.349000,-0.501000,0.275000,0.850000,0.830000,0.000000,ULKA
42.471000,42.022000,1.977000,4.553000,0.750000,0.690000,0.000000,VANI
42.658500,43.738150,-0.746568,2.301419,0.449500,0.477624,0.000000,SHAT
42.787000,44.011000,-0.171000,1.681000,0.850000,0.850000,0.000000,BEUG
42.873000,45.267000,1.953000,-0.688000,0.970000,0.930000,0.000000,SVT1
43.170000,40.685000,1.324000,6.280000,0.590000,0.500000,0.000000,KARS
43.341000,38.549000,-5.288000,13.489000,0.860000,0.840000,0.000000,KAL2
43.382000,42.578000,0.116000,-0.132000,0.730000,0.660000,0.000000,KHUR
43.540000,42.485000,0.635000,0.267000,0.750000,0.710000,0.000000,LESO
43.753000,42.978000,1.051000,0.926000,0.870000,0.870000,0.000000,MATS
43.768000,40.972000,1.244568,7.027931,0.533385,0.502021,0.000000,AMAS
43.891000,41.537000,1.108570,4.647055,0.482131,0.559151,0.000000,NINO
43.954000,40.609000,1.918864,8.001363,0.462871,0.482830,0.000000,ARTI
44.364000,41.031000,2.933359,6.049101,0.502021,0.481300,0.000000,STEP
44.526000,41.831000,1.092840,6.643599,0.352278,0.343001,0.000000,NICH
44.742000,40.149000,2.644000,10.111000,0.620000,0.540000,0.000000,GARN
44.859000,40.526000,0.538153,5.616560,0.771038,0.668431,0.000000,GAGA
45.795000,41.951000,-0.004825,5.375591,0.424529,0.410488,0.000000,KUDI
46.511000,41.652000,0.227027,5.775773,0.445477,0.445477,0.000000,KATE
46.758000,40.184000,3.940944,11.334463,0.560022,0.514514,0.000000,KASP
46.842000,43.026000,1.664000,4.158000,0.550000,0.550000,0.000000,DUBK
46.847000,43.125000,-0.974000,4.337000,0.550000,0.550000,0.000000,ZURA
47.250000,41.132000,0.878495,6.401837,0.397020,0.400000,0.000000,SHEK
47.863000,40.975000,0.365366,5.047284,0.510882,0.504480,0.000000,KEBE
48.148000,40.333000,3.893423,10.980319,0.563848,0.508945,0.000000,KURD
48.529000,41.595000,0.516566,2.297520,0.560803,0.521464,0.000000,SAMU
48.551000,40.614000,2.961494,3.587944,0.562228,0.527755,0.000000,MEDR
42.967000,14.788000,11.314000,18.248000,0.510425,0.427941,0.000000,HODD
30.889000,29.512000,-3.038500,5.018000,0.530094,0.532658,0.000000,MEST
37.767000,10.254000,-2.578000,4.327000,1.040000,0.920000,0.000000,DEBM
36.974000,36.233000,-5.181970,14.132724,0.346096,0.349043,0.000000,HOWR
37.716000,36.246000,-5.507000,14.340000,0.227734,0.235013,0.000000,KHBZ
38.481000,35.782000,-4.435700,15.608137,0.345250,0.358455,0.000000,KRIN
38.757000,36.461000,-5.228389,15.617198,0.345411,0.348679,0.000000,DBSS
40.596000,36.584000,-4.934843,17.113290,0.344728,0.348558,0.000000,HMEH
40.761000,35.754000,-3.799147,17.184062,0.345210,0.348720,0.000000,MRQD
44.190000,15.348000,11.908500,18.102500,0.461411,0.408167,0.000000,SANA
45.040000,12.812000,12.059000,19.308000,0.890000,0.740000,0.000000,ADEN
58.569000,23.564000,5.903000,27.264000,1.010000,0.790000,0.000000,MUSC
55.800000,28.330000,3.012000,15.615000,0.656220,0.597516,0.000000,RAZD
49.038000,14.486000,12.928000,22.238000,0.460000,0.440000,0.000000,MKLA
48.773000,15.947000,11.788000,20.357000,0.920000,0.860000,0.000000,SYON
48.684000,31.340000,-0.658000,20.596000,1.020000,0.900000,0.000000,AHVA
