lon,lat,e_vel,n_vel,e_err,n_err,cve,site
74.580000,42.660000,-2.144000,2.147000,0.320000,0.360000,0.000000,IV14
74.620000,42.750000,-1.047000,2.896000,0.300000,0.330000,0.000000,IV06
74.770000,42.680000,-0.608000,3.369000,0.243607,0.288810,0.000000,IV15
74.770000,42.800000,0.998000,1.279000,0.300000,0.340000,0.000000,IV03
74.840000,42.760000,-1.354000,4.015000,0.340000,0.380000,0.000000,IV8A
74.870000,42.810000,-2.659000,0.783000,0.290000,0.320000,0.000000,IV04
74.890000,42.690000,-0.848500,2.732000,0.251098,0.271017,0.000000,IV09
75.040500,42.617000,-0.243500,3.482000,0.320156,0.320156,0.000000,IV17
75.030000,42.750000,-0.762000,2.115000,0.300000,0.340000,0.000000,IV05
75.150000,42.650000,-1.038000,2.099000,0.340000,0.370000,0.000000,IV11
75.290000,42.680000,-0.885000,2.181000,0.330000,0.380000,0.000000,IV12
76.870000,43.337000,0.196000,3.689000,0.660000,0.550000,0.000000,ATAK
77.641000,43.312500,0.053500,3.481500,0.510416,0.484149,0.000000,TURR
73.755000,42.168000,0.640000,3.927000,0.300000,0.300000,0.000000,AAC4
72.050000,41.784000,-1.629000,2.280000,0.300000,0.300000,0.000000,ABD4
75.525000,44.132000,-0.541000,1.193000,0.400000,0.400000,0.000000,ADA4
70.023000,40.800000,-0.718000,4.953000,0.600000,0.600000,0.000000,ADRA
79.969000,42.896000,2.044000,7.174000,0.400000,0.400000,0.000000,AIB4
76.956000,42.073000,1.337000,8.772000,0.300000,0.300000,0.000000,AKB4
73.821000,38.503000,-5.509000,21.645000,0.600000,0.600000,0.000000,AKBA
80.135000,47.882000,-2.328000,0.818000,0.800000,0.700000,0.000000,AKD4
78.542000,41.795000,2.378000,10.794000,0.400000,0.400000,0.000000,AKH4
76.854000,42.885000,0.806000,3.145000,0.400000,0.400000,0.000000,AKK4
75.967000,40.717000,0.461000,12.311000,0.300000,0.300000,0.000000,AKS4
79.851000,43.427000,1.992000,5.443000,0.500000,0.500000,0.000000,AKT4
78.966000,39.877000,1.003166,16.092861,0.320156,0.320156,0.000000,AKTA
71.460000,41.362000,-0.738000,2.627000,0.300000,0.300000,0.000000,ALA4
76.167000,42.313000,0.877000,5.063000,0.400000,0.400000,0.000000,ALB5
72.253000,39.430000,-5.351500,14.033500,0.540833,0.540833,0.000000,ALD4
69.730000,40.829000,-0.402000,3.277000,0.500000,0.500000,0.000000,ALM1
77.763000,43.908000,0.377000,1.287000,0.400000,0.400000,0.000000,ALT4
74.244000,40.331000,-1.314000,13.655000,0.400000,0.400000,0.000000,ALUN
77.603000,42.790000,0.881000,4.744000,0.300000,0.300000,0.000000,ANA4
69.514000,39.737000,-0.470000,4.522000,0.700000,0.600000,0.000000,AND4
70.082000,41.102000,-0.098000,4.169000,0.600000,0.600000,0.000000,ANGR
77.750000,41.860000,1.701000,9.983000,0.400000,0.400000,0.000000,ARA4
76.665000,41.693000,1.013000,8.996000,0.700000,0.700000,0.000000,ARC4
79.657000,46.649000,-0.071000,1.791000,0.900000,0.900000,0.000000,ARG4
74.827000,40.838000,0.003000,8.410000,0.400000,0.400000,0.000000,ARP4
72.981720,41.243801,-2.190759,5.389647,0.484688,0.449447,0.000000,ARS4
73.538000,40.075000,1.392000,7.770000,0.700000,0.700000,0.000000,ASK4
73.494000,42.700000,-1.206000,1.159000,0.500000,0.500000,0.000000,ASP4
81.105000,50.091000,-0.440000,-0.222000,0.700000,0.700000,0.000000,ASR4
78.148000,43.310000,1.113000,3.289000,0.500000,0.500000,0.000000,ASS4
76.966000,43.059000,0.118000,3.575000,0.500000,0.500000,0.000000,AST4
77.114000,43.897000,0.893000,2.115000,0.400000,0.500000,0.000000,AZO4
73.268000,39.513000,-2.033000,10.399000,0.600000,0.600000,0.000000,BAB4
73.980000,45.069000,-0.694000,0.886000,0.700000,0.800000,0.000000,BALH
77.616000,42.008000,0.916000,10.048000,0.500000,0.500000,0.000000,BAR4
75.019000,41.576000,0.251000,5.160000,0.400000,0.400000,0.000000,BAU4
75.083000,41.079000,-0.388000,8.477000,0.400000,0.400000,0.000000,BAY4
67.046000,38.175000,-1.144000,5.589000,0.600000,0.600000,0.000000,BAYS
75.657000,42.957000,0.046000,2.629000,0.500000,0.500000,0.000000,BER4
75.795000,42.818000,0.230000,2.465000,0.300000,0.300000,0.000000,BES4
70.524000,40.357000,-1.172000,5.684000,0.600000,0.600000,0.000000,BESH
75.030000,40.646000,0.383000,9.463000,0.400000,0.400000,0.000000,BET4
79.416000,45.137000,-0.634000,2.427000,0.700000,0.700000,0.000000,BIN4
75.426000,40.757000,0.278000,10.768000,0.700000,0.700000,0.000000,BKE4
73.212000,42.768000,-0.589000,0.885000,0.800000,0.700000,0.000000,BOK4
83.984000,49.038000,-1.213000,0.349000,0.700000,0.700000,0.000000,BOL4
73.235000,41.648000,-0.584000,4.490000,0.400000,0.400000,0.000000,BOR4
71.283000,43.777000,0.983000,1.280000,0.700000,0.700000,0.000000,BOST
70.520000,42.569000,-0.697000,1.483000,0.600000,0.600000,0.000000,BRL4
70.765000,40.048000,0.196000,2.745000,0.600000,0.600000,0.000000,BTK4
75.020000,41.186000,-0.578000,8.760000,0.400000,0.400000,0.000000,BTR4
79.053000,42.261000,2.006000,10.130000,0.400000,0.400000,0.000000,BUR4
76.432000,42.811000,-0.089000,2.734000,0.300000,0.400000,0.000000,BUZ4
75.729000,42.749000,0.126000,2.548000,0.300000,0.300000,0.000000,BYS4
68.104000,41.245000,-1.092000,2.259000,0.400000,0.400000,0.000000,CAR1
72.090000,40.199000,-0.847000,7.390000,0.400000,0.400000,0.000000,CAUV
75.750000,40.686000,0.765000,11.853000,0.700000,0.700000,0.000000,CEK4
78.878000,43.584000,1.323000,6.784000,0.600000,0.600000,0.000000,CHIL
77.739000,41.527000,1.475000,11.781000,0.600000,0.600000,0.000000,CHK4
77.845000,43.267000,0.616000,3.808000,0.400000,0.500000,0.000000,CHL4
78.343500,43.525500,1.679000,3.441500,0.494975,0.494975,0.000000,CHLK
77.075000,42.719000,0.887000,4.704000,0.300000,0.300000,0.000000,CHO4
78.976000,43.271000,1.893000,4.710000,0.400000,0.400000,0.000000,CHR4
76.052000,41.334000,0.403000,10.833000,0.700000,0.700000,0.000000,CHT4
74.002000,43.423000,-0.359000,0.692000,0.400000,0.400000,0.000000,CHU4
78.457000,43.137000,1.791000,4.772000,0.400000,0.400000,0.000000,DAL4
75.041000,40.782000,0.192000,9.466000,0.400000,0.400000,0.000000,DAR4
72.286000,39.573000,-1.395000,7.842000,0.600000,0.600000,0.000000,DAT4
75.766000,43.245000,-0.232000,1.657000,0.500000,0.500000,0.000000,DEGE
67.880000,38.235000,-1.083000,3.502000,0.500000,0.400000,0.000000,DENA
76.498000,41.245000,0.285000,12.151000,0.700000,0.700000,0.000000,DJA4
66.106000,38.338000,-2.986000,7.049000,0.600000,0.600000,0.000000,DJAN
73.956000,41.896000,0.011000,4.280000,0.300000,0.300000,0.000000,DJE4
74.469000,40.987000,-0.076000,8.115000,0.500000,0.500000,0.000000,DJR4
73.619000,40.925000,-2.252000,8.192000,0.600000,0.600000,0.000000,DNG4
79.877000,43.380000,2.087000,6.049000,0.600000,0.700000,0.000000,DOR4
78.657000,43.442000,1.364500,3.825000,0.282843,0.282843,0.000000,DSO4
68.625000,38.516000,-5.103000,11.093000,0.900000,0.900000,0.000000,DUSC
74.366000,41.476000,-0.936000,5.689000,0.400000,0.400000,0.000000,DYU4
76.367000,43.005000,-1.071000,2.717000,0.600000,0.600000,0.000000,EGA4
76.743000,42.055000,1.190000,8.416500,0.250000,0.250000,0.000000,EKS4
76.468000,41.820000,0.229000,8.544000,0.300000,0.300000,0.000000,ELB4
74.215000,42.618000,-0.338000,2.749000,0.300000,0.300000,0.000000,ELG4
74.452000,41.821000,-0.211000,5.410000,0.300000,0.300000,0.000000,EME4
76.422000,41.494000,1.205000,11.531000,0.700000,0.700000,0.000000,ENG4
80.308000,43.061000,2.353000,6.265000,0.400000,0.400000,0.000000,ESE4
84.931000,48.221000,0.376000,3.102000,0.700000,0.700000,0.000000,GAK4
68.515000,37.642000,-7.443000,6.064000,0.600000,0.600000,0.000000,GARA
75.479000,38.853000,0.809344,22.183090,0.353553,0.353553,0.000000,GAZE
78.787000,43.664000,1.333000,5.159000,0.700000,0.700000,0.000000,GBL4
76.725000,42.171000,0.750000,7.011000,0.400000,0.400000,0.000000,GKO4
78.921000,43.039000,1.674000,5.095000,0.400000,0.400000,0.000000,GKU4
78.621000,43.546000,1.526000,4.014000,0.400000,0.400000,0.000000,GSO4
77.139000,42.071000,1.032000,8.820000,0.400000,0.400000,0.000000,GTA4
83.590000,49.828000,-1.501000,-0.357000,0.700000,0.700000,0.000000,HEB4
76.767000,42.641000,1.088000,3.922000,0.300000,0.300000,0.000000,HOK4
73.802000,42.426000,-0.041000,1.439000,0.300000,0.300000,0.000000,HON4
73.067000,42.493000,-0.208000,1.847000,0.300000,0.300000,0.000000,HRT4
73.796000,39.654000,1.157000,10.237000,0.700000,0.600000,0.000000,IKZ4
78.188000,43.953000,-0.028000,2.100000,0.700000,0.700000,0.000000,ILI4
79.070000,42.015000,2.386000,10.635000,0.300000,0.300000,0.000000,INY4
78.210000,41.601000,2.270000,11.406000,0.400000,0.500000,0.000000,ISH4
77.490000,43.261000,0.424000,3.615000,0.600000,0.800000,0.000000,ISY5
71.526000,42.908000,-0.710000,1.244000,0.600000,0.500000,0.000000,JAM4
78.681000,43.254000,1.797000,3.931000,0.400000,0.400000,0.000000,JAP4
78.274000,42.297000,0.724000,9.822000,0.400000,0.400000,0.000000,JET4
75.334000,43.011000,-0.441000,1.743000,0.400000,0.400000,0.000000,JJO4
73.686000,40.637000,-2.276000,8.009000,0.500000,0.500000,0.000000,JLK4
78.224000,43.104000,1.093000,3.910000,0.400000,0.500000,0.000000,JNI4
75.645000,42.105000,-0.226000,5.726000,0.300000,0.300000,0.000000,JUA4
61.594000,51.835000,1.585000,-0.279000,0.900000,0.700000,0.000000,K031
66.316000,51.751000,0.916000,1.302000,1.000000,0.700000,0.000000,K051
65.795000,48.052000,0.385000,0.170000,0.800000,0.700000,0.000000,K071
70.019000,49.013000,-0.628000,-0.848000,0.800000,0.700000,0.000000,K081
66.462000,47.828000,-0.088000,-0.560000,0.900000,0.700000,0.000000,K091
67.176000,44.401000,-1.347000,1.020000,0.800000,0.800000,0.000000,K100
69.034000,43.376000,-1.051000,0.998000,0.900000,0.800000,0.000000,K111
69.650000,43.504000,-0.169000,1.057000,1.000000,0.800000,0.000000,K121
70.285000,53.126000,0.709000,-0.179000,0.800000,0.600000,0.000000,K131
74.010000,51.694000,0.494000,-0.706000,0.900000,0.700000,0.000000,K141
71.848000,51.338000,0.532000,-0.073000,0.700000,0.700000,0.000000,K151
73.660000,49.407000,0.361000,-0.598000,0.900000,0.700000,0.000000,K161
74.571000,46.908000,0.896000,-0.258000,0.700000,0.700000,0.000000,K171
73.553000,45.755000,0.897000,-0.225000,0.700000,0.700000,0.000000,K181
75.783000,50.808000,-0.009000,-0.738000,0.800000,0.700000,0.000000,K191
78.900000,50.168000,-0.590000,-0.211000,0.700000,0.700000,0.000000,K201
78.406000,49.194000,-1.319000,0.757000,0.800000,0.800000,0.000000,K211
76.064000,49.385000,-0.027000,0.636000,0.700000,0.700000,0.000000,K221
75.844000,47.852000,-0.129000,-1.622000,0.700000,0.700000,0.000000,K231
80.047000,49.065000,1.131000,-0.005000,0.700000,0.700000,0.000000,K241
81.609000,49.528000,-0.727000,0.813000,0.800000,0.700000,0.000000,KAB4
76.101000,41.173000,-0.310000,11.746000,0.500000,0.500000,0.000000,KAI4
72.904000,42.806000,-0.175000,3.003000,0.400000,0.400000,0.000000,KAK1
76.397000,42.306000,1.269000,4.925000,0.400000,0.400000,0.000000,KAL4
76.776000,41.733000,0.814000,10.024000,0.400000,0.400000,0.000000,KAR4
73.459530,38.956430,-5.220000,19.401062,0.241224,0.249199,0.000000,KARL
75.443000,42.300000,0.596000,3.972000,0.300000,0.300000,0.000000,KAS4
75.967000,43.045000,-0.455000,3.411000,0.700000,0.800000,0.000000,KAST
76.840000,41.132000,0.567000,12.241000,0.300000,0.300000,0.000000,KASU
80.008000,42.740000,2.429000,8.685000,0.700000,0.600000,0.000000,KAT4
69.824000,42.036000,-1.211000,1.602000,0.400000,0.400000,0.000000,KAZY
76.057000,42.759000,0.617000,2.334000,0.500000,0.500000,0.000000,KEK4
77.906000,37.258000,-2.759293,19.602706,0.707107,0.640312,0.000000,KELI
80.355000,43.400000,2.482000,5.677000,0.500000,0.500000,0.000000,KET4
73.672000,44.380000,0.346000,0.106000,0.500000,0.600000,0.000000,KHA4
72.297000,40.362000,0.257000,5.245000,0.600000,0.600000,0.000000,KHZ4
74.066000,42.204000,-0.068000,3.209000,0.300000,0.300000,0.000000,KIN4
76.463000,38.656000,-0.708233,20.712335,0.390512,0.390512,0.000000,KIZI
73.190000,41.001000,-1.932000,6.878000,0.500000,0.500000,0.000000,KJA6
72.894000,41.695000,-0.668000,4.001000,0.400000,0.400000,0.000000,KKA4
72.735000,39.678000,-0.205000,7.560000,0.600000,0.600000,0.000000,KKB4
74.928000,41.737000,0.366000,5.236000,0.400000,0.400000,0.000000,KKC4
76.205000,41.902000,0.142000,8.373000,0.500000,0.500000,0.000000,KKD4
75.146000,42.257000,0.102000,4.194000,0.400000,0.400000,0.000000,KKO4
70.222000,43.271000,-0.319000,1.505000,0.600000,0.600000,0.000000,KKT4
75.550000,41.018000,-0.305000,9.800000,0.800000,0.700000,0.000000,KKY4
70.975000,39.742000,0.068000,4.901000,0.600000,0.600000,0.000000,KLM4
71.464000,39.875000,-0.345000,5.828000,0.600000,0.600000,0.000000,KNG4
78.825000,43.024000,1.774000,5.070000,0.400000,0.400000,0.000000,KNS4
76.408000,41.892000,-0.564000,8.827000,0.700000,0.700000,0.000000,KOG4
79.885000,46.959000,-2.437000,0.452000,0.800000,0.800000,0.000000,KOL4
84.959000,49.412000,-1.764000,0.410000,0.700000,0.700000,0.000000,KOR4
76.520000,40.918000,0.660000,13.057000,0.700000,0.700000,0.000000,KOS4
73.881000,41.808000,-0.295000,3.361000,0.500000,0.500000,0.000000,KOVK
79.092000,42.166000,2.298000,10.241000,0.300000,0.300000,0.000000,KOY4
76.072000,41.781000,0.536000,8.038000,0.300000,0.300000,0.000000,KRB4
85.066000,48.797000,-2.047000,0.738000,0.900000,0.900000,0.000000,KRC4
71.904000,39.494000,-0.685000,5.443000,0.600000,0.600000,0.000000,KRK4
76.434000,41.122000,0.077000,11.734000,0.400000,0.400000,0.000000,KRL6
78.161000,43.483000,1.030000,2.893000,0.600000,0.600000,0.000000,KRM4
79.926000,43.027000,1.955000,6.063000,0.400000,0.400000,0.000000,KRS4
75.048000,41.487000,0.043000,6.368000,0.400000,0.400000,0.000000,KRT4
76.443000,40.734000,0.650000,12.436000,0.700000,0.700000,0.000000,KRU4
73.667000,41.344000,-0.723000,5.304000,0.500000,0.500000,0.000000,KRV4
77.744000,44.592000,-1.656000,1.582000,0.600000,0.700000,0.000000,KSH4
83.998000,47.670000,-0.292000,2.352000,0.700000,0.700000,0.000000,KST4
70.940000,42.783000,-0.996000,0.441000,0.460977,0.424264,0.000000,KTA4
76.387000,42.619000,1.096000,3.922000,0.400000,0.400000,0.000000,KTE4
73.385000,45.785000,0.707000,3.330000,0.600000,0.600000,0.000000,KTSS
76.198000,42.895000,-0.075000,2.172000,0.500000,0.500000,0.000000,KTY4
79.858000,43.630000,2.011000,5.945000,0.700000,0.700000,0.000000,KUD4
75.761000,41.749000,1.043000,6.656000,0.800000,0.800000,0.000000,KUK4
76.298000,40.816000,0.959000,11.998000,0.300000,0.300000,0.000000,KUL4
75.569000,41.358000,-0.181000,9.305000,0.300000,0.300000,0.000000,KUN4
75.086000,43.379000,-0.448000,2.577000,0.380789,0.403113,0.000000,KUR4
72.832000,43.253000,-0.632000,1.185000,0.700000,0.700000,0.000000,KURA
68.715000,37.874000,-8.841000,7.615000,0.800000,0.800000,0.000000,KURG
76.339000,43.894000,-0.238000,0.859000,0.447214,0.447214,0.000000,KURY
75.135000,42.092000,-0.012000,4.890000,0.300000,0.300000,0.000000,KYZ4
73.323000,39.379000,-4.743000,16.013000,0.700000,0.700000,0.000000,KYZY
75.977000,40.523000,1.748000,11.513000,0.700000,0.700000,0.000000,KZY4
69.933000,39.774000,0.115000,3.230000,0.600000,0.600000,0.000000,LAM4
73.221000,41.572000,-0.389000,4.987000,0.400000,0.400000,0.000000,LJM4
78.501000,44.225000,-0.208000,1.683000,0.600000,0.600000,0.000000,MAT4
76.478000,43.155000,-0.160000,3.246000,0.400000,0.400000,0.000000,MAY1
70.157000,40.035000,0.422000,1.488000,0.600000,0.600000,0.000000,MDG4
73.341000,42.524000,-0.716000,1.418000,0.500000,0.500000,0.000000,MER4
73.045000,42.248000,0.072000,2.041000,0.400000,0.400000,0.000000,MKR4
79.323000,42.757000,1.442000,9.002000,0.500000,0.500000,0.000000,MNJ4
75.038000,41.669000,0.057000,5.765000,0.300000,0.300000,0.000000,MOL4
76.572000,41.129000,-0.526000,11.770000,0.900000,0.900000,0.000000,MUD4
78.112000,42.439000,0.739000,8.980000,0.400000,0.400000,0.000000,MUN4
73.796000,38.137000,-5.826000,23.537000,0.600000,0.600000,0.000000,MURG
73.318000,42.175000,0.755000,2.713000,0.400000,0.400000,0.000000,MUS4
76.255000,41.446000,0.405000,10.187000,0.400000,0.400000,0.000000,NAR5
80.000000,42.599000,3.018000,9.483000,0.700000,0.700000,0.000000,NBA4
75.730000,41.875000,-0.247000,6.148000,0.800000,0.800000,0.000000,NGS4
77.946000,42.248000,0.327000,10.035000,0.400000,0.400000,0.000000,NJK4
78.238000,42.406000,-0.766000,9.914000,0.800000,0.800000,0.000000,NJT4
79.210000,42.665000,1.536000,9.472000,0.400000,0.400000,0.000000,NKR4
78.284000,43.013000,4.884000,4.525000,0.700000,0.700000,0.000000,NKU4
74.690000,41.820000,0.080000,5.473000,0.400000,0.400000,0.000000,NRK4
73.763000,40.880000,-2.161000,8.329000,0.400000,0.400000,0.000000,NSB4
79.210000,43.139000,1.778000,5.572000,0.400000,0.400000,0.000000,NTE4
78.374000,42.684000,0.655000,6.650000,0.400000,0.400000,0.000000,NTP4
75.849000,41.433000,-0.084000,10.379000,0.700000,0.700000,0.000000,OBO4
74.549000,42.040000,0.303000,4.037000,0.300000,0.300000,0.000000,OGI4
67.670000,40.291000,-0.542000,3.247000,0.400000,0.400000,0.000000,OKT1
75.983000,41.577000,0.023000,8.015000,0.800000,0.800000,0.000000,ONA4
77.918000,42.440000,0.244000,8.628000,0.300000,0.300000,0.000000,ORGO
73.201000,42.235000,0.165000,1.881000,0.300000,0.300000,0.000000,OTM4
74.076000,40.436000,-1.201000,10.312000,0.400000,0.400000,0.000000,OYT4
75.130000,40.848000,-0.206000,9.290000,0.400000,0.400000,0.000000,PAK4
80.040000,43.994000,1.841000,2.593000,0.500000,0.500000,0.000000,PAN0
79.060000,42.396000,1.516000,9.232000,0.400000,0.400000,0.000000,PCH4
80.228000,43.756000,1.817000,5.543000,0.400000,0.500000,0.000000,PDB4
78.076000,43.208000,1.507000,3.870000,0.700000,0.700000,0.000000,PKZ4
78.292000,42.547000,1.044000,8.028000,0.400000,0.400000,0.000000,PPR4
82.598000,50.357000,-2.018000,1.278000,0.700000,0.700000,0.000000,PSE4
78.926000,42.721000,0.946000,8.497000,0.400000,0.400000,0.000000,PSH4
78.861000,42.620000,1.540000,8.078000,0.400000,0.400000,0.000000,PTO4
75.088000,40.578000,0.376000,9.678000,0.400000,0.400000,0.000000,PTU4
73.627000,41.288000,-1.925000,5.794000,0.400000,0.400000,0.000000,PUR4
75.404000,40.094000,1.200132,11.723147,0.320156,0.320156,0.000000,QIAK
76.978000,40.844000,0.457411,11.180435,0.320156,0.320156,0.000000,QIQI
74.252000,41.912000,-0.198000,4.557000,0.300000,0.300000,0.000000,RAL4
82.306000,46.121000,0.835000,3.300000,0.700000,0.700000,0.000000,RAS4
75.195000,43.174000,-0.921000,1.706000,0.500000,0.500000,0.000000,RGA4
79.142000,41.964000,1.181000,11.455000,0.800000,0.800000,0.000000,RKA4
74.742000,41.726000,-0.028000,5.086000,0.400000,0.400000,0.000000,RKR4
79.066000,42.121000,1.294000,9.634000,0.400000,0.400000,0.000000,RKT4
75.370000,41.760000,0.955000,5.652000,0.300000,0.300000,0.000000,RSO4
75.732000,41.697000,0.439000,6.848000,0.300000,0.300000,0.000000,RSR4
70.391000,39.864000,-0.301000,3.349000,0.600000,0.600000,0.000000,RTC4
72.667000,42.706000,-0.574000,1.341000,0.500000,0.500000,0.000000,RTR4
78.906000,42.548000,0.933000,9.291000,0.400000,0.400000,0.000000,RTS4
76.103000,42.523000,1.896000,4.846000,0.400000,0.400000,0.000000,RYB4
79.740000,42.905000,2.147000,8.713000,0.600000,0.600000,0.000000,SAAZ
76.715000,42.250000,1.757000,5.808000,0.400000,0.400000,0.000000,SAK4
82.550000,49.471000,-1.345000,-0.635000,0.700000,0.700000,0.000000,SAL4
68.246000,39.694000,-0.513000,3.695000,0.400000,0.400000,0.000000,SAN1
70.881000,41.697000,-0.786000,1.976000,0.400000,0.400000,0.000000,SAN4
85.794000,49.193000,-2.393000,1.934000,0.700000,0.700000,0.000000,SAR4
71.701000,40.774000,-1.192000,5.189000,0.400000,0.400000,0.000000,SARY
78.972000,42.751000,1.548000,6.109000,0.300000,0.300000,0.000000,SAS4
78.408000,43.057000,2.286000,4.658000,0.700000,0.700000,0.000000,SATY
80.117000,42.503000,2.508000,9.314000,0.700000,0.700000,0.000000,SBA4
81.186000,47.381000,-1.406000,-0.200000,0.700000,0.700000,0.000000,SDT4
74.153000,42.052000,-0.284000,3.932000,0.300000,0.300000,0.000000,SDY4
76.045000,42.275000,0.677000,5.730000,0.300000,0.300000,0.000000,SEM4
78.742000,43.900000,1.356000,3.148000,0.500000,0.600000,0.000000,SEX4
78.813000,43.430000,1.510000,4.566000,0.400000,0.500000,0.000000,SGD4
75.397000,42.622000,0.825000,4.360000,0.400000,0.400000,0.000000,SHA5
77.248000,38.412000,-1.824033,20.865724,0.636396,0.570088,0.000000,SHAC
80.487000,43.251000,1.967000,6.513000,0.500000,0.500000,0.000000,SHD4
78.936000,43.690000,1.732000,4.399000,0.600000,0.600000,0.000000,SHE4
71.532000,42.454000,-0.251000,1.745000,0.300000,0.300000,0.000000,SHI4
79.304000,42.868000,1.951000,5.497000,0.400000,0.400000,0.000000,SHL4
72.789000,41.302000,-1.894000,4.674000,1.000000,1.000000,0.000000,SHY5
77.959000,42.095000,0.814000,10.239000,0.400000,0.400000,0.000000,SJK4
79.322000,42.604000,2.529000,9.401000,0.400000,0.400000,0.000000,SKR4
76.354000,42.246000,1.465000,5.913000,0.400000,0.500000,0.000000,SKT4
83.491000,49.541000,-2.041000,0.617000,0.600000,0.600000,0.000000,SLP4
75.772000,40.476000,0.849000,11.458000,0.600000,0.600000,0.000000,SME4
77.627000,41.918000,1.108000,10.051000,0.400000,0.400000,0.000000,SMO4
75.423000,41.914000,-0.235000,6.066000,0.300000,0.300000,0.000000,SON4
73.901000,42.644000,-0.225000,2.165000,0.500000,0.600000,0.000000,SOS4
78.275000,43.227000,1.303000,3.823000,0.500000,0.500000,0.000000,SRT4
77.890000,42.349000,0.536000,8.820000,0.400000,0.400000,0.000000,SSR4
75.814000,42.128000,0.971000,4.970000,0.800000,0.800000,0.000000,STE4
78.226000,43.433000,1.523000,3.210000,0.600000,0.600000,0.000000,SUG4
80.412000,42.906000,1.837000,6.593000,0.400000,0.400000,0.000000,SUM4
73.257000,39.732000,0.181000,8.696000,0.600000,0.600000,0.000000,SYT4
67.809000,42.233000,-2.094000,1.183000,0.700000,0.700000,0.000000,TAKR
73.657000,44.238000,0.332000,2.001000,0.700000,0.800000,0.000000,TALD
77.553000,42.137000,0.627000,9.332000,0.400000,0.400000,0.000000,TAM4
76.594000,42.137000,1.051000,7.476000,0.300000,0.300000,0.000000,TEG4
78.842000,44.855000,-0.352000,2.074000,0.500000,0.500000,0.000000,TEK4
73.333000,41.785000,-0.676000,3.516000,0.400000,0.400000,0.000000,TEM4
80.866000,46.081000,-0.454000,2.514000,0.600000,0.700000,0.000000,TEN4
71.146000,41.539000,-1.111000,2.045000,0.300000,0.300000,0.000000,TER4
74.722000,41.511000,-0.245000,5.481000,0.400000,0.400000,0.000000,TGU4
75.263000,40.889000,-0.007000,9.725000,0.400000,0.400000,0.000000,THR4
75.837000,42.355000,0.989000,4.276000,0.300000,0.300000,0.000000,TOK6
77.052000,42.157000,1.240000,7.998000,0.400000,0.400000,0.000000,TON4
77.311000,42.176000,0.836000,8.867000,0.300000,0.300000,0.000000,TOS4
75.383000,40.578000,0.468000,10.856000,0.400000,0.400000,0.000000,TRG4
83.630000,50.382000,-1.821000,0.953000,0.600000,0.700000,0.000000,TRM4
80.126000,45.514000,-2.006000,2.416000,0.700000,0.700000,0.000000,TRY4
74.790000,42.055000,0.195000,5.199000,0.400000,0.400000,0.000000,TSH5
78.948000,42.415000,1.420000,9.902000,0.300000,0.300000,0.000000,TUA4
79.297000,43.029000,2.166000,4.995000,0.400000,0.400000,0.000000,TUM4
71.203000,40.212000,-0.111000,4.160000,0.700000,0.600000,0.000000,TUT4
78.509000,42.632000,0.547000,7.885000,0.300000,0.300000,0.000000,TYUP
73.334000,40.569000,-0.767000,7.317000,0.500000,0.500000,0.000000,TZB4
70.254000,42.280000,-1.010000,1.613000,0.400000,0.400000,0.000000,UGAM
75.959000,41.934000,0.052000,6.909000,0.300000,0.300000,0.000000,UKO4
78.926000,42.858000,1.158000,6.297000,0.400000,0.400000,0.000000,ULT4
75.080000,42.346000,0.311000,3.975000,0.500000,0.500000,0.000000,ULU4
71.958000,42.354000,-0.177000,1.756000,0.300000,0.300000,0.000000,URM4
76.338000,42.110000,0.355000,6.508000,0.400000,0.400000,0.000000,URS4
77.969000,45.739000,-0.139000,2.342000,0.600000,0.600000,0.000000,USH4
73.478000,41.219000,-1.225000,6.855000,0.400000,0.400000,0.000000,UUM4
79.532000,44.478000,-1.203000,3.458000,0.800000,0.900000,0.000000,UYG4
74.929000,41.936000,0.082000,5.336000,0.300000,0.300000,0.000000,UZB4
74.780000,41.069000,-0.480000,7.998000,0.500000,0.500000,0.000000,UZG4
79.022000,43.144000,1.882000,5.222000,0.400000,0.500000,0.000000,UZL4
81.414000,50.667000,-1.860000,0.461000,0.700000,0.700000,0.000000,VAV4
77.863000,42.031000,0.812000,10.214000,0.400000,0.400000,0.000000,VJK4
79.392000,42.546000,2.024000,8.821000,0.400000,0.400000,0.000000,VKA4
78.833000,42.898000,1.663000,5.772000,0.500000,0.500000,0.000000,VKE4
76.336000,42.185000,1.661000,6.207000,0.400000,0.400000,0.000000,VKR4
74.999000,42.221000,0.303000,4.255000,0.300000,0.300000,0.000000,VSE4
76.981000,42.021000,0.631000,9.079000,0.400000,0.400000,0.000000,VTU4
68.967000,38.854000,-1.499000,4.880000,0.600000,0.600000,0.000000,WARZ
75.510000,39.311000,2.023078,20.037066,0.390512,0.390512,0.000000,WUPA
75.741000,41.979000,0.062000,6.651000,0.300000,0.300000,0.000000,YUZ4
73.207000,41.335000,-1.107000,5.783000,0.700000,0.600000,0.000000,YZG4
82.322000,49.934000,-1.677000,0.504000,0.700000,0.700000,0.000000,ZAR4
84.856000,47.434000,0.278000,3.082000,0.700000,0.700000,0.000000,ZAS4
75.009000,41.092000,-0.485000,8.458000,0.400000,0.400000,0.000000,ZBA4
80.889000,49.619000,-1.505000,0.120000,0.700000,0.700000,0.000000,ZES4
